disease_name,spread_percentage,pesticide_name,common_name,REI,PHI,what_caused_it
Tomato Healthy,73.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,73.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,74.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,75.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,76.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,77.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,78.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,79.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.0,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.1,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.2,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.3,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.4,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.5,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.6,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.7,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.8,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
Tomato Healthy,80.9,N/A,N/A,N/A,N/A,"Healthy tomato plants show no signs of disease. Proper cultural practices, including adequate spacing for air circulation, regular watering at the base of the plants to avoid wetting the foliage, and crop rotation, help maintain plant health. Additionally, keeping the plants well-nourished and free from stress ensures that they remain vigorous and resistant to potential diseases. In this range, the plants are thriving and producing high-quality fruit."
